@RELATION LeftWrist
@ATTRIBUTE mean_x numeric
@ATTRIBUTE mean_y numeric
@ATTRIBUTE mean_z numeric
@ATTRIBUTE energy_x numeric
@ATTRIBUTE energy_y numeric
@ATTRIBUTE energy_z numeric
@ATTRIBUTE normEn_x numeric
@ATTRIBUTE normEn_y numeric
@ATTRIBUTE normEn_z numeric
@ATTRIBUTE corr_x numeric
@ATTRIBUTE corr_y numeric
@ATTRIBUTE corr_z numeric
@ATTRIBUTE label{0.000000,101.000000,102.000000,104.000000,105.000000}
@DATA
-394.085938,904.851563,173.765625,92692.212598,98292.086614,113773.826772,6.699244,6.691604,6.775958,-0.070953,0.025481,0.022793,0.000000
-388.570313,908.835938,164.335938,140748.968504,81272.496063,130957.661417,6.633536,6.792641,6.751524,0.086781,-0.380499,-0.129146,0.000000
-406.164063,902.203125,163.492188,247257.251969,100894.960630,207567.614173,6.574685,6.682796,6.732732,0.360522,-0.488950,-0.278032,0.000000
-430.937500,889.320313,177.304688,223850.330709,53649.000000,207994.070866,6.526054,6.744837,6.681213,0.319140,-0.354181,-0.140293,0.000000
-435.429688,886.968750,184.984375,201648.748031,54586.330709,152606.204724,6.460069,6.732724,6.790500,0.288602,-0.333802,-0.160756,0.000000
-440.773438,882.156250,192.695313,120719.551181,46796.472441,141615.488189,6.745212,6.741736,6.740085,0.246177,-0.350211,-0.018070,0.000000
-442.093750,880.875000,191.921875,133175.307087,49917.984252,176715.811024,6.684862,6.753896,6.670715,0.070194,-0.350638,0.026904,0.000000
-436.609375,882.937500,195.882813,169123.748031,64771.527559,170368.244094,6.624511,6.734296,6.710506,0.096414,-0.306379,-0.014150,0.000000
-434.656250,884.945313,190.617188,244851.779528,64536.811024,154305.755906,6.593673,6.740524,6.790376,0.301085,-0.198306,-0.127748,0.000000
-436.531250,887.632813,177.632813,243395.401575,47823.362205,137455.614173,6.534958,6.683746,6.759425,0.309653,-0.045090,-0.124178,0.000000
-426.843750,891.375000,178.109375,215226.330709,42675.401575,125686.393701,6.454310,6.832688,6.755317,0.172938,0.070250,0.090227,0.000000
-418.179688,893.625000,180.289063,235788.968504,51117.354331,111126.480315,6.548288,6.767459,6.764178,0.152434,-0.035626,0.061377,0.000000
-434.523438,884.031250,172.929688,197085.661417,87795.779528,127784.685039,6.577529,6.677236,6.707065,0.169300,-0.291951,0.101382,0.000000
-416.070313,892.039063,194.031250,498083.645669,332175.929134,441736.944882,6.339296,6.442363,6.407894,0.065980,-0.358866,0.094208,101.000000
-413.132813,890.117188,224.726563,513052.968504,452373.409449,499646.921260,6.420287,6.383362,6.489632,0.190142,-0.315567,-0.049035,101.000000
-400.812500,895.687500,218.281250,364291.527559,261536.755906,270956.724409,6.467155,6.507564,6.597026,0.287428,-0.164353,-0.140512,101.000000
-405.437500,893.320313,209.750000,361175.181102,119771.582677,130031.874016,6.357643,6.611950,6.774383,0.403751,-0.102807,-0.345001,101.000000
-433.500000,883.578125,208.820313,642048.000000,197998.078740,201849.818898,6.115289,6.471932,6.753552,0.531969,-0.009754,-0.064268,101.000000
-425.875000,887.640625,216.132813,720940.346457,243130.929134,279794.637795,6.073441,6.387488,6.623892,0.624520,0.084543,0.146636,101.000000
-422.507813,888.109375,216.078125,288006.039370,111231.464567,192045.574803,6.526715,6.614896,6.649294,0.486976,0.123656,0.129316,101.000000
-422.476563,888.250000,205.046875,100609.944882,45586.141732,71941.763780,6.733651,6.763091,6.776871,0.199828,-0.027693,-0.153285,101.000000
-411.539063,894.179688,198.531250,112218.511811,67242.196850,125060.913386,6.646978,6.740574,6.778588,0.224560,-0.301850,-0.153346,101.000000
-404.460938,898.359375,199.320313,107140.842520,57817.165354,128880.748031,6.587667,6.658128,6.814990,0.157089,-0.284207,0.011621,101.000000
-401.929688,898.085938,203.695313,55227.834646,29111.488189,81816.307087,6.798381,6.748618,6.791364,-0.011833,0.020143,0.167880,101.000000
-401.585938,898.445313,200.539063,58971.771654,30957.472441,97245.535433,6.783808,6.749867,6.785500,-0.028910,0.046020,0.047373,101.000000
-402.531250,894.539063,210.257813,101389.984252,51369.125984,133936.874016,6.728873,6.727457,6.708834,0.332096,-0.303670,-0.223421,101.000000
-388.992188,887.500000,257.187500,218161.377953,85074.645669,292502.677165,6.560320,6.660004,6.459580,0.292745,-0.155575,0.257837,101.000000
-373.914063,888.875000,283.671875,401335.488189,362725.795276,403885.574803,6.498004,6.469630,6.559441,0.300940,-0.128075,-0.205186,101.000000
-362.390625,896.445313,261.890625,434007.149606,364473.062992,426897.606299,6.326768,6.360449,6.543670,0.278124,-0.171226,-0.277751,101.000000
-378.820313,898.773438,235.398438,663901.598425,233115.645669,636194.952756,6.319331,6.611309,6.599899,0.441843,-0.384994,-0.255749,101.000000
-397.781250,904.039063,194.132813,523667.023622,221543.614173,700592.118110,6.420181,6.578484,6.579237,0.487186,-0.460421,-0.418498,101.000000
-388.398438,910.773438,164.906250,131022.291339,53004.527559,127666.267717,6.681184,6.769053,6.837834,-0.099421,-0.153553,-0.114226,101.000000
-392.640625,908.531250,168.609375,129916.440945,50994.267717,130641.102362,6.693496,6.734764,6.797833,-0.065188,-0.138837,-0.070919,101.000000
-398.601563,905.585938,180.500000,810704.307087,286342.102362,322451.149606,6.382877,6.525511,6.591638,0.325429,-0.282322,-0.221227,101.000000
-365.187500,916.351563,180.265625,1027224.692913,331097.881890,331470.582677,6.263000,6.523591,6.695333,0.443838,-0.279523,-0.232668,101.000000
-340.773438,927.265625,177.484375,181115.393701,85543.275591,136742.267717,6.574926,6.641535,6.778339,0.376733,-0.222287,0.026290,101.000000
-371.843750,916.515625,164.085938,176745.700787,90569.543307,152527.677165,6.514456,6.613023,6.759883,0.369811,-0.020114,0.266324,101.000000
-391.500000,911.804688,145.609375,122666.330709,70904.055118,101983.212598,6.678009,6.705400,6.781409,0.225441,-0.149456,-0.051931,101.000000
-394.000000,912.539063,146.539063,112601.700787,46031.425197,94572.653543,6.620490,6.800317,6.779338,0.105247,-0.253348,0.009845,101.000000
-400.625000,907.171875,149.445313,151775.748031,49166.330709,102194.007874,6.554454,6.745168,6.765169,0.049163,-0.238459,-0.043056,101.000000
-395.539063,909.765625,150.054688,110537.377953,43093.637795,87925.535433,6.673859,6.783135,6.773311,0.020822,-0.100818,-0.117816,101.000000
-388.179688,912.320313,143.531250,47919.236220,41403.330709,79378.015748,6.771705,6.811799,6.799673,0.052481,-0.101824,0.042836,101.000000
-398.703125,907.218750,153.484375,243505.102362,84024.314961,131160.661417,6.528126,6.629293,6.729600,0.567281,-0.318662,-0.326339,101.000000
-418.281250,902.140625,150.226563,1153501.606299,328393.039370,753932.527559,6.363736,6.537615,6.514465,0.180944,-0.096586,-0.482334,101.000000
-426.945313,893.937500,159.960938,2020429.220472,488336.629921,1010096.181102,6.178428,6.625494,6.417325,0.126424,-0.248243,-0.496973,101.000000
-419.796875,896.593750,161.351563,1463849.039370,315282.015748,426410.511811,6.152157,6.481356,6.488400,0.294147,-0.460665,-0.417841,101.000000
-485.821429,876.452381,11.773810,469914.542169,213269.734940,781411.216867,5.877054,6.040878,5.455463,0.547614,0.081071,0.014576,0.000000
-546.281250,805.921875,-250.093750,451158.551181,561961.543307,1143633.511811,6.704269,6.738504,6.565333,0.013768,-0.036966,0.053929,101.000000
-541.148438,801.187500,-280.156250,269830.228346,460114.141732,606914.393701,6.631558,6.786756,6.710546,-0.108531,-0.228719,0.190493,101.000000
-520.710938,818.992188,-255.585938,50718.543307,41003.330709,80747.897638,6.797109,6.735288,6.770912,0.098688,0.013407,0.029462,101.000000
-528.328125,797.328125,-270.679688,822014.204724,906322.866142,629151.110236,6.677319,6.588942,6.669985,-0.202989,-0.068894,0.262488,101.000000
-562.953125,765.398438,-309.507813,3280611.496063,2633968.559055,1760393.062992,6.654462,6.584473,6.750620,-0.603351,-0.465667,0.426146,101.000000
-507.312500,816.585938,-287.718750,3425896.314961,2517174.480315,1990155.968504,6.714077,6.582088,6.763061,-0.360553,-0.333236,0.464622,101.000000
-419.875000,874.859375,-245.898438,405227.842520,518385.354331,825383.992126,6.694714,6.661751,6.682198,-0.169806,-0.209193,0.017116,101.000000
-409.468750,874.273438,-258.656250,260533.291339,309555.834646,404795.338583,6.766250,6.582618,6.707890,-0.046171,-0.052861,0.009018,101.000000
-419.882813,862.820313,-294.179688,165883.204724,123078.417323,394791.173228,6.718363,6.809202,6.743547,0.256708,-0.251704,0.126938,101.000000
-434.187500,854.734375,-297.265625,85527.685039,74327.653543,275509.385827,6.681045,6.769170,6.791001,0.144860,-0.328285,-0.001631,101.000000
-444.570313,857.453125,-272.914063,72005.913386,37194.299213,120217.251969,6.756537,6.800442,6.738642,-0.061521,-0.046498,-0.102096,101.000000
-452.093750,779.523438,-387.125000,455590.173228,1451894.858268,3494889.826772,6.669356,6.247794,6.342467,-0.332916,0.676878,-0.149206,101.000000
-476.812500,722.515625,-472.750000,625596.976378,786869.385827,1844748.094488,6.598954,6.506482,6.557085,-0.538979,0.328689,-0.359292,101.000000
-430.960938,801.929688,-396.984375,974717.787402,631066.574803,675283.622047,6.221697,6.262286,6.438360,0.761066,0.619501,0.527301,101.000000
-338.171875,877.843750,-326.140625,354278.015748,171928.062992,528510.456693,6.606364,6.471682,6.435392,0.711864,0.691013,0.577111,101.000000
-293.617188,898.570313,-307.492188,168561.125984,45349.661417,145996.590551,6.652825,6.789527,6.688060,0.243914,0.176531,-0.125815,101.000000
-291.781250,901.085938,-301.367188,199802.834646,38273.062992,182166.921260,6.496363,6.811776,6.677074,-0.066495,-0.005335,-0.501354,101.000000
-372.804688,883.281250,-264.039063,1048420.905512,425824.629921,660202.637795,6.298806,6.590713,6.630940,0.309905,-0.281531,-0.371713,101.000000
-339.148438,894.859375,-268.539063,2092026.133858,625467.937008,987264.811024,6.173315,6.513106,6.568432,0.491103,-0.166019,-0.105863,101.000000
-249.515625,927.593750,-273.867188,508250.677165,173980.094488,491958.165354,6.517162,6.663468,6.616398,0.440882,0.278092,0.485369,101.000000
-316.460938,882.023438,-305.085938,1797889.818898,1117164.779528,910829.913386,5.898173,6.042011,6.168159,0.932121,0.825441,0.780239,101.000000
-380.875000,845.820313,-330.132813,1741684.913386,1336274.511811,1291041.000000,6.286269,6.424211,6.483616,0.726276,0.560408,0.640784,101.000000
-361.390625,879.265625,-288.500000,547453.448819,601413.511811,737227.590551,6.731936,6.677374,6.663715,0.413148,0.339227,0.669698,101.000000
-336.867188,896.531250,-271.656250,48449.251969,33650.771654,71217.259843,6.834256,6.769422,6.761938,-0.318231,0.033633,0.015651,101.000000
-338.929688,895.304688,-281.835938,53048.811024,35800.811024,88682.385827,6.758365,6.759190,6.742139,-0.122360,0.005144,0.088526,101.000000
-353.507813,895.828125,-273.859375,84762.196850,33092.755906,123439.842520,6.722450,6.768151,6.568019,0.040721,0.021858,-0.374706,101.000000
-370.718750,890.929688,-252.507813,78458.834646,42115.393701,123367.803150,6.753940,6.736709,6.803460,-0.132262,-0.097116,-0.188882,101.000000
-370.070313,887.757813,-254.843750,140235.960630,102361.188976,189533.606299,6.798176,6.735876,6.717934,0.344116,0.214776,0.256979,101.000000
-410.742188,865.187500,-268.500000,566911.488189,272869.291339,274748.472441,6.518163,6.562031,6.680751,0.442077,0.080963,0.224030,101.000000
-462.289063,846.578125,-259.882813,371480.496063,197850.929134,261772.338583,6.707576,6.669291,6.667621,0.162708,-0.079427,-0.027601,101.000000
-527.750000,778.523438,-319.242188,926893.354331,984172.779528,1131305.818898,6.410214,6.171281,6.331995,0.804751,0.694241,0.552304,101.000000
-535.804688,680.312500,-482.742188,1031055.236220,380881.133858,1605662.732283,6.405294,6.498414,6.406029,-0.063843,0.337917,-0.725365,101.000000
-461.023438,629.320313,-611.468750,644072.748031,216289.629921,665505.133858,6.231727,6.468475,6.396288,-0.151706,0.222279,-0.757455,101.000000
-489.375000,655.945313,-527.835938,1003058.393701,1524014.984252,3470637.913386,6.531944,6.266494,5.992221,-0.102370,0.610687,-0.395835,101.000000
-576.007813,704.414063,-394.429688,777985.000000,1249250.826772,1649762.133858,6.638283,6.351050,6.360276,0.220952,0.421569,0.061359,101.000000
-645.570313,686.437500,-351.984375,307533.976378,286721.511811,641886.708661,6.543935,6.658110,6.470928,0.322864,0.052990,-0.383741,101.000000
-633.718750,710.046875,-305.828125,951285.795276,653444.755906,597060.755906,6.191126,6.314748,6.627471,0.569809,0.035538,0.071378,101.000000
-616.148438,732.343750,-292.742188,847245.283465,476338.267717,465855.992126,6.314376,6.521826,6.642297,0.502685,-0.236100,-0.073493,101.000000
-593.234375,753.804688,-289.382813,507945.291339,300013.976378,125976.433071,6.235142,6.310838,6.693605,0.808783,-0.025961,0.076449,101.000000
-581.140625,757.820313,-292.671875,681469.448819,564386.133858,383941.763780,6.515089,6.497702,6.688281,0.500978,-0.120731,0.047902,101.000000
-636.132813,725.640625,-275.578125,585091.771654,428612.000000,430252.566929,6.648352,6.579244,6.619951,0.285846,-0.211900,-0.157078,101.000000
-591.406250,768.445313,-230.242188,1651104.125984,2454313.944882,2010434.007874,6.439938,6.627433,6.582400,0.343238,-0.041012,0.459762,101.000000
-492.203125,850.445313,-110.281250,1301726.456693,2424132.149606,3188213.795276,6.483372,6.655098,6.467588,0.312392,0.114197,0.557994,101.000000
-452.796875,894.882813,1.742188,80283.937008,45041.125984,122011.708661,6.713915,6.773559,6.761766,0.198412,0.113838,0.187768,101.000000
-485.648438,867.054688,-50.281250,855474.574803,1701930.952756,2532978.771654,6.525845,6.699060,6.234482,0.313157,0.437542,0.843802,101.000000
-574.898438,768.703125,-230.140625,1204403.078740,2347750.519685,3888280.661417,6.471108,6.604657,5.943499,0.360929,0.482707,0.809497,101.000000
-500.765625,780.664063,-291.585938,5433115.181102,2145139.456693,2254298.763780,6.123998,6.158599,6.282784,0.849338,0.657150,0.745465,101.000000
-226.787037,973.166667,99.101852,1519854.831776,510960.112150,584532.214953,5.821160,6.264323,6.099878,0.254305,0.016918,-0.093651,102.000000
-122.240000,972.640000,-5.720000,110406.833333,135368.500000,216028.166667,3.934766,4.133446,4.097238,0.107299,-0.092726,-0.379335,0.000000
-246.698413,944.015873,-8.126984,2329365.322581,1333026.129032,3041697.903226,5.079252,5.339845,4.880137,0.352485,0.114745,-0.286210,102.000000
-149.468750,887.664063,-200.570313,12815720.692913,10570002.700787,27051434.700787,6.312712,6.367685,6.222112,0.570769,0.238593,0.281425,0.000000
-462.968750,634.390625,-406.171875,28827057.259843,12610290.362205,20257139.118110,6.475997,6.538287,6.519278,0.093710,-0.069197,-0.075495,105.000000
-730.234375,592.765625,37.578125,16988572.188976,10496970.551181,19973778.362205,6.573256,6.560376,6.281250,0.160913,-0.244867,-0.084462,105.000000
-817.218750,524.359375,294.335938,50514.519685,54652.440945,105579.393701,6.787040,6.697868,6.782748,0.203503,-0.115015,-0.174204,105.000000
-818.101563,521.039063,305.851563,51788.275591,39440.937008,85496.118110,6.779937,6.693272,6.734233,0.078554,0.134751,0.099954,105.000000
-815.171875,523.632813,311.328125,58795.559055,36377.944882,72871.527559,6.810852,6.783753,6.743380,0.030007,-0.075474,-0.006017,105.000000
-818.484375,518.828125,308.992188,58636.062992,29430.141732,85966.606299,6.779017,6.756477,6.731375,-0.077388,-0.042824,-0.016062,105.000000
-820.953125,516.351563,312.125000,53753.669291,32152.370079,100313.700787,6.685808,6.748788,6.821323,-0.064442,0.081784,0.010984,105.000000
-822.023438,511.289063,312.671875,53881.881890,42318.921260,84000.472441,6.761549,6.647036,6.826019,0.017769,-0.007689,-0.030666,105.000000
-825.421875,508.218750,310.414063,56857.417323,35194.834646,61727.299213,6.812873,6.659055,6.778810,0.004547,-0.063262,-0.062124,105.000000
-166.312500,831.070313,-447.625000,10036150.929134,4851248.748031,3042295.937008,6.208584,6.474734,6.310000,0.364021,-0.210226,-0.339417,0.000000
-247.484375,879.226563,-371.320313,2170327.653543,1126547.582677,1881464.811024,6.596304,6.836767,6.610334,-0.255658,-0.178018,0.030613,0.000000
-174.476563,911.687500,-98.703125,9064959.929134,4311738.960630,16867328.724409,6.658573,6.667877,6.245283,0.123247,0.182719,0.511745,0.000000
-403.312500,902.539063,135.984375,3778065.637795,1816370.196850,1001266.362205,6.069249,6.328568,6.390602,0.583052,-0.455268,-0.574395,101.000000
-402.398438,907.187500,68.210938,3399507.330709,974879.748031,407654.102362,5.888322,6.319409,6.580999,0.759210,0.066344,0.211420,101.000000
-497.625000,860.328125,64.742188,3504426.330709,942152.787402,471748.023622,5.643697,6.122267,6.523282,0.732783,-0.244905,-0.135677,101.000000
-369.289063,911.843750,30.664063,3814577.692913,964256.125984,787742.795276,5.727456,6.224607,6.327022,0.780058,-0.590614,-0.657353,101.000000
-374.125000,908.929688,72.710938,3704874.330709,1109730.133858,2237726.543307,5.844260,6.282159,6.013314,0.722675,-0.686774,-0.792412,101.000000
-604.060870,546.652174,-159.417391,9000933.561404,18954637.017544,28373524.263158,6.408632,6.064935,5.955297,-0.091359,0.449674,-0.393566,102.000000
-396.111111,1003.333333,-39.888889,4642.750000,90859.500000,10605.250000,2.908086,2.987276,2.958947,-0.456200,-0.513591,0.212931,0.000000
-531.976563,825.265625,114.156250,2700528.811024,4444501.637795,3733577.448819,6.446916,6.033502,6.472991,0.225705,-0.244814,0.160859,101.000000
-476.070313,883.843750,50.898438,182143.362205,190761.196850,152747.015748,6.631799,6.437426,6.619537,0.154232,-0.364437,-0.230132,101.000000
-493.131148,834.672131,-81.655738,2619019.272727,3850074.876033,12097848.231405,6.342922,6.286221,5.765760,-0.625633,0.313901,-0.342524,102.000000
-421.250000,661.000000,-583.250000,11793.000000,11890.666667,18998.333333,1.201488,1.582537,1.537428,-0.590454,-0.433886,-0.414768,0.000000
-624.195313,570.468750,-203.882813,4335924.527559,1555502.236220,37000612.527559,6.534114,6.579936,5.763632,0.369923,-0.441733,-0.430930,101.000000
-572.656250,726.671875,109.414063,5701592.566929,5622147.244094,19068711.362205,6.262317,5.997936,6.037541,0.676071,-0.360203,-0.197671,101.000000
-359.164063,935.132813,37.695313,2384351.299213,1481309.472441,1772150.039370,6.216085,6.398523,6.103214,0.349578,-0.010541,0.146942,101.000000
-179.085938,975.179688,76.710938,3233779.960630,1028199.677165,1607579.519685,5.940278,6.402326,6.070285,0.129999,-0.029327,0.272716,101.000000
-101.875000,974.101563,201.656250,1895655.811024,711238.228346,1993301.543307,6.108785,6.496021,6.133756,0.106930,-0.293084,0.069348,101.000000
-170.609375,959.679688,178.656250,1769823.212598,610400.622047,3039958.551181,6.119209,6.371104,6.075827,0.263974,0.157924,0.762078,101.000000
-316.671875,933.109375,52.750000,2441800.787402,491786.551181,1596335.370079,5.869640,6.343584,6.044692,0.432979,0.325624,0.526737,101.000000
-480.906250,329.867188,39.046875,13749023.118110,75062923.834646,11430562.992126,6.243091,5.054147,6.284395,0.390178,0.274617,-0.034167,102.000000
-417.523438,889.625000,184.507813,5537644.779528,6220638.740157,1559910.795276,6.153954,6.188819,6.486408,0.040954,0.128671,0.081573,102.000000
-926.750000,490.750000,-250.875000,173361.714286,352474.857143,318739.285714,2.520782,2.733137,1.810097,-0.465161,0.352515,-0.195421,0.000000
-553.257813,324.234375,-342.695313,21232650.574803,5972226.992126,43396139.456693,6.278101,6.635649,5.706853,-0.386995,0.251481,-0.781937,101.000000
323.500000,799.600000,-506.600000,33873.888889,37038.222222,29067.111111,3.122280,3.005689,2.771214,-0.565833,-0.684801,0.085763,0.000000
-537.875000,766.750000,2.960938,16490074.708661,15585384.818898,5087656.118110,6.360826,6.329139,6.510916,0.314385,0.522709,0.169337,102.000000
-413.250000,-265.359375,-702.000000,18414075.968504,14068648.787402,9526106.708661,6.596746,6.326920,6.260145,0.631322,-0.519352,-0.552563,101.000000
-404.726563,877.578125,291.843750,3082485.346457,1971854.330709,2142626.141732,6.308850,6.421192,6.280091,-0.385919,-0.061061,-0.086311,102.000000
-393.656250,906.562500,160.320313,4066669.732283,2002314.582677,1860849.755906,6.269572,6.303578,6.305144,-0.238499,0.032975,-0.256329,102.000000
-402.593750,809.468750,-309.046875,2776381.354331,3232308.283465,10583658.551181,6.441821,6.294877,5.928033,0.421442,0.561049,0.188528,101.000000
-457.187500,771.867188,-395.750000,559125.669291,1424102.543307,4273486.614173,6.644056,6.277237,5.885013,-0.009069,0.734335,-0.155195,101.000000
-533.695313,813.320313,-92.078125,2529940.275591,2466624.370079,7171992.409449,6.373130,6.442117,6.090381,0.410570,-0.192940,-0.459072,101.000000
-589.507813,792.554688,140.328125,1820859.456693,1763398.165354,4275651.748031,6.477984,6.520865,6.075156,0.423721,-0.322457,-0.310948,101.000000
-521.117188,837.742188,170.804688,1890577.377953,951369.062992,948304.748031,5.953618,6.300402,6.243443,0.815790,-0.735879,-0.783831,101.000000
-355.718750,922.570313,120.281250,2892695.055118,1042830.480315,636518.677165,6.093899,6.308016,6.292964,0.754262,-0.526477,-0.450409,101.000000
-199.617188,966.070313,150.703125,826581.913386,204997.913386,427101.448819,6.356578,6.649393,6.468814,0.082861,-0.029223,0.389452,101.000000
-171.156250,975.125000,107.789063,708947.527559,293154.267717,1267128.748031,6.520434,6.692255,6.414320,-0.053702,-0.129078,0.235227,101.000000
-728.601563,606.945313,120.468750,6142085.724409,8504100.905512,10331895.811024,6.626452,6.251928,6.105733,-0.081719,0.558556,0.202693,102.000000
-264.476563,-360.476563,-666.960938,18607446.606299,2803665.566929,26554773.976378,6.220811,6.510179,5.973825,0.510358,-0.682320,-0.803967,101.000000
-696.140625,-396.078125,-83.429688,17591936.472441,2410122.299213,32265348.401575,6.357064,6.586297,5.818113,0.101997,-0.166212,-0.799276,101.000000
-848.507813,61.859375,-33.687500,2375494.543307,29274202.173228,12585348.535433,6.588512,5.795147,5.909885,0.591071,-0.929212,-0.507508,101.000000
-705.625000,595.523438,-157.351563,4931356.220472,10393132.275591,11928303.047244,6.293332,6.178762,5.904914,0.615083,0.210998,0.433413,101.000000
-537.250000,803.890625,85.601563,4149860.787402,3144569.417323,9937265.566929,6.233193,6.110031,5.736116,0.620006,0.667511,0.446826,101.000000
-452.257813,891.171875,132.039063,790359.173228,467661.826772,1823158.228346,6.342161,6.539388,6.482855,0.275357,-0.331506,-0.555217,101.000000
-464.085938,875.765625,86.375000,1739278.165354,785818.173228,4355170.771654,6.676833,6.529137,6.271740,0.530910,-0.800906,-0.653357,101.000000
-674.335938,291.273438,-293.585938,12029630.039370,37266457.629921,20875051.393701,6.281102,5.967213,6.573213,-0.533408,0.748718,-0.329748,102.000000
-260.000000,6.000000,-945.000000,8100.000000,16.000000,4096.000000,-0.000000,-0.000000,-0.000000,-1.000000,1.000000,-1.000000,0.000000
-609.153846,-291.051282,-215.743590,9231549.473684,4260232.631579,20105919.842105,5.021539,4.773311,4.811974,0.122055,-0.707982,0.022047,101.000000
-779.142857,369.714286,188.571429,1601386.333333,781787.333333,825453.666667,2.167151,1.934365,2.347873,-0.695909,0.706927,-0.876235,0.000000
-782.000000,277.187500,150.125000,23190755.779528,46596351.496063,11649082.456693,6.006359,5.539793,6.167410,0.467416,0.396050,-0.177332,102.000000
-914.453125,52.132813,231.109375,10081698.992126,15748663.173228,13339051.811024,6.197326,5.776989,6.086490,0.131152,0.421410,-0.258915,102.000000
-618.827586,543.045977,-153.126437,4396759.883721,14978154.511628,15310791.720930,5.933007,5.098117,5.487127,0.563645,0.806675,0.484715,101.000000
