@RELATION RightWrist
@ATTRIBUTE mean_x numeric
@ATTRIBUTE mean_y numeric
@ATTRIBUTE mean_z numeric
@ATTRIBUTE energy_x numeric
@ATTRIBUTE energy_y numeric
@ATTRIBUTE energy_z numeric
@ATTRIBUTE normEn_x numeric
@ATTRIBUTE normEn_y numeric
@ATTRIBUTE normEn_z numeric
@ATTRIBUTE corr_x numeric
@ATTRIBUTE corr_y numeric
@ATTRIBUTE corr_z numeric
@ATTRIBUTE label{0.000000,101.000000,102.000000,104.000000,105.000000}
@DATA
-69.773438,967.484375,294.968750,362121.503937,322648.661417,301094.173228,6.513455,6.598012,6.708457,0.203977,0.235059,-0.151364,101.000000
-118.132813,962.218750,293.000000,662436.023622,281599.874016,327500.598425,6.672670,6.585900,6.684962,0.209350,0.143984,0.032053,101.000000
-145.765625,961.539063,273.601563,539193.417323,265443.582677,334762.007874,6.703272,6.644811,6.693963,0.209279,0.136103,-0.000550,101.000000
-140.703125,964.179688,268.140625,90360.661417,60680.937008,170779.685039,6.726768,6.792011,6.808138,-0.160512,-0.114681,0.136268,101.000000
-121.140625,965.875000,279.507813,86866.110236,34912.755906,127568.622047,6.712860,6.729725,6.791966,-0.108734,-0.104445,0.133822,101.000000
-109.164063,962.179688,288.671875,371790.165354,261628.842520,373808.598425,6.526691,6.455375,6.517632,0.276952,0.072403,-0.257671,101.000000
-140.351563,955.492188,293.750000,601308.905512,281360.118110,540111.622047,6.419575,6.468084,6.481890,0.349700,-0.074327,-0.382471,101.000000
-172.484375,952.132813,292.218750,159512.157480,54411.834646,305234.519685,6.580046,6.717938,6.634151,0.383709,-0.512571,-0.582313,101.000000
-161.648438,959.429688,278.468750,132149.598425,50457.566929,224993.637795,6.595546,6.785806,6.688249,0.188642,-0.280361,-0.070141,101.000000
-148.054688,959.726563,280.554688,110717.598425,48056.874016,212763.834646,6.731697,6.746322,6.716614,0.052244,-0.162743,0.148841,101.000000
-143.320313,954.789063,299.625000,59726.480315,39006.039370,183362.519685,6.777922,6.813595,6.804271,0.116212,-0.116447,-0.152037,101.000000
-147.757813,955.054688,304.859375,67867.708661,61948.590551,195553.228346,6.733363,6.709384,6.764752,-0.091393,-0.063450,-0.056347,101.000000
-152.476563,957.570313,296.914063,61927.740157,64993.125984,164620.149606,6.736011,6.658386,6.745509,-0.158885,-0.005766,-0.041328,101.000000
-151.953125,957.687500,291.210938,60147.622047,42759.559055,140619.897638,6.814428,6.777240,6.779754,-0.020771,0.003593,-0.145496,101.000000
-141.593750,955.695313,301.960938,89117.102362,62559.866142,174828.653543,6.680297,6.731164,6.767062,0.089532,-0.001557,-0.014744,101.000000
-169.562500,947.421875,316.320313,472936.314961,431234.236220,251549.094488,6.225298,6.479335,6.747602,-0.062154,-0.188969,-0.042356,101.000000
-200.718750,942.132813,309.460938,568598.047244,523059.141732,403516.275591,6.304608,6.484965,6.618372,-0.077569,-0.240771,-0.082936,101.000000
-210.078125,942.039063,302.882813,494788.755906,228536.244094,498336.496063,6.349945,6.552079,6.541360,0.148843,-0.307399,-0.237915,101.000000
-213.083333,937.404762,307.000000,735619.795181,381230.698795,546661.879518,5.808383,5.795956,5.769048,0.183386,-0.146935,0.137997,0.000000
-25.132813,916.312500,425.531250,546324.905512,143024.881890,363017.952756,6.690321,6.674529,6.570418,-0.209973,-0.388411,0.272107,101.000000
25.218750,896.742188,467.671875,346023.181102,115293.220472,209273.165354,6.757598,6.794140,6.733880,-0.163688,-0.011776,0.100235,101.000000
39.453125,891.398438,476.359375,92701.952756,53617.566929,149618.362205,6.725780,6.763976,6.777834,0.099297,0.092956,-0.202599,101.000000
17.265625,890.398438,478.835938,172476.440945,171065.125984,211937.314961,6.638656,6.525611,6.722695,-0.096015,-0.048548,0.062234,101.000000
15.375000,892.828125,474.218750,639115.086614,375671.149606,499324.850394,6.691608,6.647601,6.744974,-0.119298,0.241462,0.111239,101.000000
36.828125,908.039063,438.062500,745573.007874,305348.338583,586858.330709,6.708983,6.745690,6.719297,-0.244875,0.238263,-0.003766,101.000000
26.632813,918.796875,418.250000,361786.196850,129468.188976,295163.968504,6.689277,6.646072,6.765981,-0.378787,0.005999,-0.146919,101.000000
9.882813,912.953125,437.984375,122520.433071,91764.629921,237084.188976,6.759565,6.672406,6.725917,0.031589,-0.298921,0.048679,101.000000
11.640625,900.789063,462.437500,103564.566929,52763.519685,190767.874016,6.679387,6.752530,6.725455,-0.053620,-0.234301,0.180905,101.000000
13.914063,891.125000,480.484375,76038.102362,32010.078740,156813.070866,6.794204,6.799394,6.751516,-0.187633,0.031428,0.210741,101.000000
13.343750,889.289063,477.476563,77552.755906,48190.795276,134567.236220,6.757735,6.746169,6.768661,-0.389354,0.053872,0.216696,101.000000
25.906250,901.859375,443.781250,210434.897638,134887.275591,390659.905512,6.704675,6.643587,6.531902,-0.198643,-0.371877,0.147210,101.000000
15.453125,899.500000,454.320313,356353.732283,264603.212598,637077.031496,6.645874,6.399151,6.381953,-0.250686,-0.506400,0.102070,101.000000
-1.992188,902.187500,457.687500,240788.149606,221884.976378,607009.763780,6.710962,6.458823,6.636192,-0.332436,-0.449325,0.257177,101.000000
-1.757813,914.109375,434.828125,281389.850394,89423.086614,490201.921260,6.680672,6.652305,6.641542,-0.065840,-0.304172,0.273150,101.000000
-3.078125,909.234375,442.984375,222900.629921,79786.299213,357472.724409,6.659666,6.725054,6.674593,-0.151029,-0.403235,0.269208,101.000000
-2.046875,904.867188,448.179688,54795.811024,48652.842520,215175.929134,6.798635,6.764954,6.692503,-0.003627,-0.117239,0.062765,101.000000
-18.585938,910.898438,434.617188,169706.889764,89281.188976,455049.314961,6.674715,6.643480,6.555389,-0.084448,-0.493611,0.256396,101.000000
-24.789063,917.218750,422.125000,150013.283465,80381.858268,411704.440945,6.692810,6.719343,6.568050,0.050261,-0.554333,0.126073,101.000000
-9.929688,922.093750,408.304688,55195.582677,61908.535433,254406.669291,6.781008,6.663749,6.688039,0.213265,-0.475269,-0.163427,101.000000
-0.445313,914.078125,425.625000,228017.000000,171122.110236,573657.700787,6.662153,6.575173,6.475690,-0.311975,-0.531558,0.138163,101.000000
30.664063,917.804688,420.164063,873817.251969,255629.220472,736813.913386,6.708410,6.632230,6.479982,0.200005,-0.423505,-0.196541,101.000000
71.671875,934.664063,385.976563,590245.511811,101130.637795,260812.527559,6.833769,6.791273,6.727156,0.248289,0.035888,-0.000223,101.000000
85.265625,927.742188,396.242188,38925.070866,26505.566929,105417.062992,6.769215,6.825982,6.751591,-0.206097,-0.049269,0.084440,101.000000
85.226563,927.015625,394.007813,39414.354331,27474.614173,131127.425197,6.804509,6.722602,6.809049,-0.174009,0.015616,0.237515,101.000000
75.632813,923.351563,407.804688,79502.858268,40676.968504,265373.346457,6.741835,6.763481,6.720244,0.355323,-0.138974,0.034311,101.000000
64.000000,912.726563,431.218750,125478.299213,58869.346457,261107.779528,6.684626,6.657264,6.651663,0.153503,-0.338953,0.151861,101.000000
39.421875,913.828125,426.812500,183373.826772,66374.771654,199248.125984,6.672102,6.560301,6.593904,-0.139059,-0.515146,0.229430,101.000000
-1.343750,917.625000,423.789063,140966.173228,48313.448819,160591.929134,6.592095,6.702713,6.726653,0.155353,-0.345362,-0.296504,101.000000
-10.523438,919.421875,420.687500,168464.055118,63386.425197,326834.897638,6.659607,6.681863,6.666347,0.044927,-0.341036,0.000846,101.000000
27.140625,916.515625,425.445313,278908.440945,80027.181102,380857.062992,6.492357,6.684062,6.687085,-0.109047,-0.298522,0.234032,101.000000
55.312500,909.101563,440.406250,83264.000000,47204.464567,153614.992126,6.629433,6.777708,6.798397,0.143962,-0.060200,-0.155574,101.000000
56.257813,907.117188,445.640625,85387.582677,33732.779528,140235.055118,6.834326,6.759984,6.861143,0.009073,-0.326043,-0.175451,101.000000
55.937500,898.906250,460.031250,374436.787402,68334.740157,273597.354331,6.583018,6.672140,6.651943,0.292397,-0.399154,-0.303744,101.000000
69.804688,894.296875,459.578125,408936.937008,85780.881890,280284.944882,6.522943,6.735528,6.622239,0.292102,-0.298218,-0.336405,101.000000
53.968750,898.906250,453.687500,260154.330709,79487.874016,160624.377953,6.509531,6.703261,6.712945,-0.139063,-0.225300,-0.040096,101.000000
11.757813,896.828125,461.101563,328211.645669,274309.259843,367990.606299,6.489307,6.462176,6.642242,0.361732,0.091723,0.032687,101.000000
3.117188,894.578125,466.773438,320325.787402,259520.724409,356939.015748,6.550853,6.457989,6.624892,0.358659,0.171276,-0.004655,101.000000
4.851563,891.585938,472.109375,102732.779528,45510.606299,123450.929134,6.648537,6.702694,6.744990,-0.229528,-0.072922,-0.106813,101.000000
9.351563,882.843750,486.117188,79530.511811,65815.055118,139444.653543,6.745265,6.669425,6.724517,0.008192,-0.240719,-0.002309,101.000000
19.921875,879.414063,498.882813,112820.629921,140464.433071,182706.637795,6.766204,6.709820,6.790013,-0.063384,0.002096,-0.077733,101.000000
-7.148438,905.007813,436.148438,576651.267717,391370.574803,1324122.889764,6.635262,6.523987,6.397338,-0.718727,-0.562973,0.550739,101.000000
-51.921875,951.445313,319.539063,463764.377953,289729.125984,1044310.480315,6.666200,6.407967,6.551607,-0.705799,-0.570439,0.469000,101.000000
-55.648438,970.351563,279.804688,121365.346457,48971.771654,202195.771654,6.704560,6.778004,6.762361,-0.051768,-0.033761,0.137111,101.000000
-57.296875,966.656250,290.679688,118421.889764,64317.354331,194354.259843,6.692695,6.784918,6.717583,-0.025985,-0.029127,-0.101267,101.000000
-72.695313,969.046875,280.968750,43537.251969,60050.866142,196210.771654,6.822879,6.713723,6.698736,-0.131511,-0.007593,0.040917,101.000000
-94.960938,978.484375,243.742188,340996.842520,176583.527559,379594.070866,6.152015,6.523728,6.552828,0.169950,0.005598,0.189119,101.000000
-72.425926,1007.694444,83.472222,1232851.700935,479993.299065,2162996.663551,5.734828,6.246749,5.681658,0.123575,0.039200,0.196438,102.000000
-152.320000,991.440000,130.240000,78380.666667,100377.250000,87571.416667,4.356275,4.044331,4.395113,-0.235186,0.319106,0.177305,0.000000
0.317460,957.158730,108.730159,1130902.483871,496548.129032,3232808.838710,5.183454,5.441580,4.954874,-0.337310,-0.002629,-0.098733,102.000000
183.640625,695.523438,244.382813,22843685.763780,38661904.055118,32974648.685039,6.649537,6.110938,6.373338,-0.519605,-0.713689,0.361977,0.000000
-502.468750,-405.726563,701.250000,9591610.330709,2794826.007874,6606543.622047,6.177531,6.303131,6.426999,0.158273,0.473974,0.037376,105.000000
-442.132813,-307.882813,834.171875,496838.291339,123102.984252,346569.795276,6.663102,6.661739,6.693535,0.421493,0.588764,0.630822,105.000000
-420.335938,-305.773438,847.226563,35786.133858,26493.409449,128510.417323,6.790975,6.794025,6.757115,-0.241084,0.042154,-0.033206,105.000000
-423.890625,-303.257813,847.554688,24560.346457,29710.606299,117614.480315,6.725777,6.763188,6.780372,-0.168584,0.149294,-0.039732,105.000000
-423.804688,-303.976563,846.765625,22759.929134,30386.322835,114697.039370,6.771613,6.776869,6.761572,-0.136191,0.091895,-0.146352,105.000000
-422.648438,-306.070313,844.117188,23605.598425,28819.519685,125243.708661,6.741833,6.868363,6.790619,0.058587,-0.005250,-0.056633,105.000000
-422.945313,-304.226563,844.156250,25572.401575,27813.724409,124414.866142,6.807439,6.857228,6.830454,0.080933,-0.005456,-0.015619,105.000000
-420.070313,-303.445313,847.281250,27593.944882,22511.488189,124385.637795,6.796535,6.834750,6.800623,-0.020341,-0.003866,-0.081019,105.000000
-420.453125,-303.921875,845.140625,30441.543307,24153.921260,96896.472441,6.797202,6.749043,6.779692,-0.099853,-0.001946,-0.080704,105.000000
7.828125,107.679688,858.632813,11598628.503937,23690153.188976,3711181.346457,6.553175,6.056092,6.734955,0.271398,-0.527623,-0.413319,0.000000
-50.781250,598.421875,700.656250,14636981.291339,17237188.755906,5445798.173228,6.579688,5.996264,6.462307,0.159611,-0.476463,0.129239,0.000000
-155.367188,862.484375,314.421875,11209286.291339,7840489.795276,21463770.929134,6.701533,6.255312,6.173111,-0.136877,-0.364613,0.304844,0.000000
-129.289063,990.945313,125.421875,2792672.055118,1374162.259843,2014477.322835,6.530563,6.271223,6.093480,0.083508,0.222315,0.334406,101.000000
-141.382813,996.500000,101.859375,1396300.842520,693491.905512,1007375.590551,6.637161,6.372482,6.390581,-0.241767,-0.053598,-0.017906,101.000000
-88.453125,1006.820313,102.835938,1676207.086614,395762.763780,1450612.464567,6.567172,6.556384,6.426591,-0.021860,-0.046595,0.186270,101.000000
-97.906250,1008.476563,42.460938,2631662.740157,639088.811024,2919056.937008,6.626897,6.670098,6.500349,0.185654,-0.094096,0.269618,101.000000
-93.109375,988.906250,119.554688,1665187.748031,834228.283465,5034025.944882,6.645595,6.667608,6.191587,0.048381,-0.264835,0.337327,101.000000
-40.365217,980.052174,245.469565,858717.771930,1935570.736842,1401291.789474,6.235241,6.159994,6.023037,0.269205,-0.230041,-0.365583,102.000000
-125.333333,966.000000,281.555556,7641.000000,15142.500000,5895.250000,2.856880,2.908381,2.879596,-0.385509,0.360782,-0.366809,0.000000
-33.921875,968.765625,303.781250,827068.692913,385686.141732,637595.086614,6.688618,6.562826,6.518519,0.147704,0.128150,0.236010,101.000000
-51.570313,968.554688,296.242188,483307.204724,121678.228346,464413.724409,6.807839,6.754428,6.658731,0.315393,0.089311,0.219165,101.000000
-57.262295,986.434426,257.852459,1222877.190083,1352344.768595,1426586.677686,6.326482,6.220321,6.307443,-0.153966,0.252092,-0.083206,102.000000
61.000000,1010.750000,195.000000,672.000000,18363.666667,2301.333333,1.399955,1.576976,1.579540,-0.269484,0.327753,-0.079341,0.000000
24.921875,930.031250,357.687500,2927427.748031,1108373.039370,3191815.559055,6.171093,6.370625,6.035202,0.026113,-0.721839,-0.053019,101.000000
120.031250,873.585938,472.789063,5269511.937008,1496740.338583,3306866.196850,6.319604,6.120217,6.103263,-0.152192,-0.738562,-0.015155,101.000000
260.453125,848.039063,462.984375,6474729.543307,3262996.968504,5747419.685039,6.521373,6.558865,6.457170,-0.350064,-0.585899,-0.100448,101.000000
286.250000,886.476563,352.101563,9501367.433071,3922897.566929,13272186.637795,6.790535,6.725319,6.651250,-0.003792,-0.419898,0.091935,101.000000
232.320313,960.679688,28.593750,6177108.527559,1561281.377953,14373574.425197,6.855105,6.843029,6.578899,0.287370,-0.194007,0.251040,101.000000
289.984375,941.070313,-23.062500,3639642.677165,683538.511811,9004880.125984,6.536076,6.719226,6.422980,-0.371333,-0.299699,0.260052,101.000000
216.578125,930.218750,246.117188,6476379.937008,567340.220472,7386488.181102,6.497436,6.757209,6.496950,-0.286189,0.059411,-0.278892,101.000000
-87.187500,905.359375,415.710938,2545157.543307,4911369.543307,3706142.543307,6.282670,6.115274,6.011054,0.201817,-0.407077,-0.621487,102.000000
-49.625000,902.578125,404.625000,1269721.700787,8403239.527559,1613989.291339,6.274103,5.762949,6.167229,0.055316,-0.279302,-0.468381,102.000000
-39.875000,942.250000,393.125000,14881.000000,18084.000000,18055.857143,2.559677,2.398639,2.301016,0.945228,0.453587,0.507703,0.000000
-45.117188,615.492188,677.320313,2110527.740157,15544668.716535,10084619.960630,6.717676,5.664149,5.889287,-0.169458,-0.913271,0.164001,101.000000
44.750000,242.039063,948.312500,2957231.370079,2723183.677165,1038113.763780,6.614581,6.165317,6.664875,-0.159686,-0.568884,0.215003,101.000000
-148.600000,963.200000,487.400000,58282.666667,54924.000000,29842.666667,2.876517,3.106662,3.019451,-0.213426,0.527437,0.253297,0.000000
-94.343750,936.734375,379.109375,1048720.000000,5002484.881890,994776.157480,6.225301,6.068984,6.344661,-0.037964,-0.032587,-0.316053,102.000000
-69.726563,926.703125,402.859375,375549.409449,564321.480315,780589.826772,6.184236,6.417530,6.246202,0.000001,-0.407200,-0.058598,101.000000
-88.359375,945.578125,371.851563,1432035.244094,2191030.645669,1716526.543307,6.215974,6.047257,6.118926,0.068878,0.122879,0.058717,102.000000
-98.054688,941.734375,346.843750,1482274.889764,2522969.669291,1004173.984252,6.197756,6.007986,6.396833,0.017002,0.405219,0.083037,102.000000
-157.765625,933.078125,356.960938,2717902.582677,378338.992126,791732.212598,6.533400,6.560102,6.634454,0.509392,-0.148864,-0.064626,101.000000
-150.656250,915.578125,375.867188,3395443.779528,654970.173228,1562949.283465,6.467663,6.688883,6.580562,0.266964,-0.466681,0.144375,101.000000
-272.648438,827.382813,427.414063,8745880.370079,2155332.779528,1119045.598425,6.173030,6.350410,6.665088,0.706236,-0.148722,0.122335,101.000000
-454.179688,796.265625,388.101563,2487284.779528,1293564.944882,897047.866142,6.625453,6.561414,6.618360,0.553627,-0.095137,0.159405,101.000000
-385.937500,829.203125,359.585938,6933182.992126,4744118.141732,1714505.629921,6.247202,6.263019,6.709904,0.600828,-0.140852,0.025761,101.000000
-231.593750,892.843750,295.250000,8461887.370079,5589400.062992,2918146.015748,6.142837,6.254626,6.623074,0.683556,-0.331384,-0.238379,101.000000
-141.226563,984.148438,152.484375,981758.417323,253651.834646,2000813.322835,6.688119,6.813944,6.437982,0.177838,-0.208186,0.381938,101.000000
-216.101563,938.289063,256.828125,5053689.629921,2424265.881890,8335918.582677,6.680781,6.680257,6.512205,0.496471,-0.256242,-0.172065,101.000000
-104.828125,948.414063,327.492188,1295334.015748,3036284.023622,866146.763780,6.341841,6.125730,6.391221,-0.268904,-0.094307,-0.285302,102.000000
-68.890625,890.656250,476.640625,728270.078740,903902.614173,685714.614173,6.281819,6.429399,6.335635,-0.087474,0.009107,-0.333175,101.000000
-36.195313,881.539063,486.632813,322626.637795,358303.047244,483196.716535,6.290225,6.574337,6.390143,-0.047049,-0.101230,-0.168392,101.000000
-40.523438,888.429688,469.859375,299324.401575,214069.787402,394382.582677,6.696659,6.539364,6.439852,-0.056719,-0.305738,-0.006675,101.000000
-48.742188,923.812500,401.609375,445742.858268,434895.118110,829712.598425,6.630597,6.374781,6.365157,0.178491,-0.266639,0.141264,101.000000
-69.835938,944.843750,361.523438,768481.314961,792615.181102,793095.992126,6.591985,6.711553,6.540372,0.250226,0.032958,0.196277,101.000000
-81.367188,936.718750,375.734375,492894.480315,530339.149606,484943.590551,6.587062,6.779109,6.567638,0.289922,0.029981,0.149202,101.000000
-68.546875,938.976563,361.296875,212840.535433,170696.496063,246855.275591,6.478980,6.365485,6.552279,-0.082275,-0.076698,0.223350,101.000000
-119.164063,949.148438,341.929688,903022.417323,6106589.913386,1422600.433071,6.471427,5.930222,6.300271,-0.075837,-0.066797,0.150783,102.000000
-174.500000,971.000000,381.000000,4761.000000,900.000000,4356.000000,-0.000000,-0.000000,-0.000000,-1.000000,1.000000,-1.000000,0.000000
29.615385,904.615385,392.615385,444911.210526,708128.368421,254689.736842,4.540044,4.257356,4.640665,-0.369086,-0.446111,0.673331,101.000000
83.714286,969.285714,481.142857,24686.000000,120313.000000,10769.333333,2.534827,2.183947,2.425751,-0.828028,0.426393,-0.278821,0.000000
-49.187500,958.734375,343.468750,2405216.251969,4344871.275591,1594656.125984,6.506809,6.107093,6.424639,0.147692,-0.055309,-0.267517,102.000000
-22.570313,964.523438,313.359375,2667255.299213,2937454.795276,2054895.338583,6.410436,6.274064,6.276524,0.087219,-0.031954,-0.190702,102.000000
-44.379310,951.448276,325.988506,2884402.534884,1066194.627907,883844.116279,4.864815,5.493976,5.607348,0.033794,-0.111307,-0.340971,101.000000
